0	0.71
1	0.373
2	1.35
3	1.442
4	0.67
5	0.579
6	1.431
7	0.511
8	0.421
9	0.351
10	1.463
11	0.513
12	0.86
13	1.14
14	1.65
15	0.644
16	0.354
17	0.532
18	3.72
19	0.71
20	0.349
21	0.711
22	0.35
23	0.804
24	1.199
25	0.549
26	0.913
27	0.695
28	0.859
29	0.423
30	0.346
31	0.337
32	0.805
33	0.758
34	0.729
35	0.642
36	1.083
37	0.577
38	0.893
39	4.179
40	0.605
41	0.793
42	1.665
43	1.114
44	0.347
45	0.343
46	0.625
47	0.559
48	1.298
49	0.481
50	0.352
51	0.655
52	0.79
53	0.454
54	1.302
55	0.969
56	0.5
57	1.643
58	1.002
59	0.733
60	0.833
61	0.35
62	0.738
63	0.602
64	0.442
65	0.509
66	1.398
67	0.844
68	1.376
69	1.375
70	0.841
71	0.725
72	1.478
73	0.501
74	1.027
75	1.376
76	0.763
77	0.615
78	0.352
79	0.731
80	1.205
81	1.476
82	0.591
83	0.979
84	1.596
85	1.8
86	2.043
87	1.847
88	1.602
89	0.747
90	0.772
91	1.278
92	0.669
93	0.944
94	1.539
95	0.849
96	0.458
97	0.897
98	1.209
99	1.139
100	0.799
101	0.928
102	0.718
103	0.903
104	0.524
105	0.967
106	1.059
107	1.045
108	1.045
109	7.804
110	0.607
111	0.361
112	0.528
113	0.345
114	0.443
115	0.555
116	0.825
117	0.439
118	0.336
119	0.548
120	0.651
121	1.107
122	1.375
123	0.896
124	0.488
125	1.018
126	0.876
127	1.359
128	0.353
129	0.594
130	0.757
131	1.003
132	1.329
133	1.612
134	1.737
135	0.867
136	0.568
137	0.875
138	1.121
139	1.644
140	0.808
141	0.863
142	0.636
143	1.36
144	0.377
145	0.634
146	1.133
147	0.658
148	0.788
149	0.537
150	0.458
151	1.496
152	0.793
153	1.616
154	0.898
155	1.58
156	0.438
157	0.344
158	0.818
159	0.982
160	0.383
161	0.665
162	0.913
163	1.136
164	0.397
165	0.377
166	1.023
167	1.079
168	5.928
169	2.196
170	1.381
171	1.383
172	1.239
173	1.084
174	2.99
175	1.041
176	0.895
177	1.1
178	0.357
179	0.736
180	5.074
181	0.681
182	0.652
183	0.347
184	1.134
185	0.95
186	0.772
187	0.586
188	0.623
189	0.525
190	2.006
191	1.513
192	1.434
193	0.688
194	1.343
195	2.059
196	1.185
197	1.454
198	1.004
199	0.75
200	0.351
201	0.753
202	1.774
203	1.269
204	1.106
205	0.799
206	0.469
207	0.545
208	0.345
209	0.747
210	0.495
211	0.546
212	0.353
213	0.338
214	0.541
215	1.366
216	0.762
217	6.239
218	1.095
219	0.507
220	1.776
221	0.82
222	0.602
223	0.708
224	1.173
225	2.811
226	1.54
227	0.512
228	0.45
229	0.699
230	0.569
231	0.4
232	0.337
233	0.591
234	0.76
235	6.308
236	1.245
237	0.723
238	1.035
239	0.64
240	1.75
241	0.66
242	0.425
243	0.97
244	0.652
245	0.658
246	0.895
247	0.549
248	1.21
249	0.922
250	1.053
251	0.356
252	0.554
253	0.585
254	1.716
255	1.25
256	1.125
257	0.844
258	0.631
259	0.401
260	1.078
261	0.682
262	0.391
263	0.826
264	1.42
265	0.492
266	1.168
267	0.43
268	0.89
269	1.338
270	0.485
271	0.672
272	0.991
273	0.487
274	1.273
275	1.851
276	1.074
277	1.192
278	1.254
279	0.679
280	0.687
281	0.812
282	0.523
283	1.19
284	1.397
285	0.711
286	0.501
287	0.973
288	0.795
289	0.556
290	1.194
291	1.019
292	1.596
293	1
294	0.767
295	1.253
296	0.553
297	0.675
298	0.761
299	0.871
300	1.634
301	1.116
302	0.6
303	1.479
304	0.565
305	0.345
306	0.337
307	1.469
308	0.997
309	0.715
310	0.354
311	0.8
312	0.687
313	0.615
314	0.633
315	1.932
316	2.919
317	0.472
318	0.666
319	0.893
320	0.638
321	0.852
322	0.378
323	0.37
324	0.342
325	0.682
326	0.646
327	0.59
328	0.608
329	0.343
330	0.613
331	0.342
332	0.53
333	1.275
334	0.781
335	1.402
336	0.698
337	0.436
338	0.511
339	0.418
340	0.846
341	0.428
342	0.691
343	0.622
344	0.378
345	0.351
346	0.616
347	0.91
348	0.555
349	0.705
350	0.398
351	1.352
352	0.505
353	0.638
354	0.72
355	0.412
356	0.766
357	1.1
358	0.488
359	0.596
360	0.334
361	0.51
362	0.438
363	0.736
364	0.464
365	0.749
366	0.758
367	1.641
368	0.671
369	0.826
370	1.338
371	0.342
372	0.587
373	0.442
374	0.537
375	0.647
376	0.821
377	1.282
378	0.817
379	0.895
380	0.464
381	2.071
382	0.41
383	1.475
384	0.912
385	0.474
386	2.22
387	0.942
388	0.707
389	0.346
390	0.816
391	0.63
392	0.738
393	0.648
394	0.659
395	0.357
396	1.091
397	0.841
398	0.636
399	0.569
400	0.413
401	0.375
402	0.551
403	0.764
404	0.625
405	0.348
406	0.748
407	1.116
408	0.892
409	0.557
410	0.764
411	0.891
412	0.579
413	0.942
414	1.291
415	0.562
416	0.723
417	0.481
418	0.323
419	0.75
420	0.653
421	1.573
422	1.086
423	0.364
424	0.549
425	0.551
426	0.324
427	0.755
428	0.32
429	0.32
430	0.474
431	0.908
432	0.609
433	0.376
434	1.16
435	1.065
436	0.405
437	0.54
438	1.555
439	0.516
440	0.346
441	0.782
442	0.838
443	0.331
444	1.03
445	1.971
446	1.258
447	2.643
448	1.055
449	0.807
450	0.418
451	0.796
452	1.045
453	0.372
454	0.885
455	0.574
456	0.545
457	1.352
458	2.028
459	0.65
460	1.246
461	0.364
462	2.06
463	0.979
464	0.996
465	1.446
466	1.089
467	3.829
468	0.958
469	0.612
470	0.653
471	1.085
472	0.846
473	0.806
474	0.344
475	0.814
476	0.989
477	0.436
478	1.061
479	1.595
480	0.939
481	0.62
482	0.412
483	0.518
484	0.341
485	0.519
486	1.479
487	1.043
488	0.988
489	0.522
490	0.75
491	1.155
492	1.518
493	0.628
494	0.348
495	0.627
496	0.342
497	0.335
498	0.336
499	1.761
500	0.874
501	0.66
502	0.348
503	0.339
504	0.342
505	0.34
506	0.338
507	0.769
508	1.506
509	1.238
510	0.832
511	0.348
512	1.151
513	11.802
514	0.841
515	1.108
516	1.206
517	0.889
518	0.534
519	1.587
520	6.379
521	0.726
522	0.503
523	1.297
524	1.443
525	1.301
526	1.437
527	2.123
528	2.029
529	0.894
530	0.535
531	0.554
532	0.461
533	5.587
534	1.263
535	0.924
536	0.646
537	1.578
538	2.183
539	1.988
540	0.844
541	0.394
542	0.889
543	0.345
544	0.82
545	0.638
546	0.349
547	0.602
548	0.383
549	0.828
550	0.678
551	1.017
552	0.348
553	0.644
554	0.58
555	0.825
556	0.967
557	0.489
558	2.092
559	0.861
560	0.679
561	1.035
562	0.729
563	0.898
564	1.313
565	0.771
566	1.565
567	0.976
568	0.425
569	0.375
570	6.261
571	1.009
572	1.05
573	0.378
574	0.821
575	0.373
576	0.358
577	0.726
578	0.504
579	0.512
580	0.337
581	1.466
582	1.237
583	0.696
584	0.829
585	0.352
586	0.342
587	0.338
588	0.552
589	2.353
590	6.437
591	0.811
592	0.774
593	1.84
594	2.028
595	1.1
596	0.875
597	1.193
598	0.5
599	0.549
600	0.39
601	0.978
602	1.5
603	0.377
604	0.516
605	0.612
606	0.548
607	0.904
608	5.558
609	1.219
610	2.2
611	0.976
612	0.873
613	0.873
614	0.355
615	0.625
616	0.528
617	0.4
618	1.115
619	1.216
620	0.56
621	0.347
622	0.352
623	0.621
624	0.708
625	0.337
626	0.761
627	0.335
628	1.105
629	0.492
630	0.692
631	0.442
632	0.624
633	0.39
634	1.208
635	0.606
636	1.886
637	1.348
638	1.486
639	2.2
640	0.798
641	0.561
642	1.449
643	1.202
644	1.044
645	0.924
646	0.408
647	1.111
648	1.367
649	1.007
650	0.679
651	0.572
652	1.359
653	1.049
654	1.652
655	6.015
656	1.077
657	1.326
658	0.466
659	1.217
660	1.5
661	0.612
662	0.366
663	1.012
664	0.766
665	0.428
666	0.472
667	0.513
668	0.784
669	0.339
670	0.544
671	0.338
672	1.034
673	0.957
674	0.608
675	0.659
676	1.398
677	0.386
678	0.804
679	1.993
680	0.966
681	1.412
682	0.712
683	0.395
684	2.008
685	1.067
686	0.769
687	0.394
688	0.49
689	0.57
690	0.852
691	0.532
692	0.33
693	0.955
694	1.076
695	0.612
696	0.381
697	0.346
698	0.633
699	0.464
700	0.962
701	0.348
702	0.399
703	0.464
704	0.615
705	0.536
706	9.936
707	2.862
708	0.393
709	0.373
710	0.726
711	0.349
712	0.676
713	0.338
714	0.417
715	1.156
716	1.58
717	1.286
718	0.623
719	1.098
720	1.19
721	0.959
722	0.349
723	0.402
724	0.502
725	0.343
726	0.339
727	0.563
728	0.504
729	0.506
730	0.491
731	0.653
732	1.555
733	4.766
734	1.516
735	0.778
736	1.979
737	2.061
738	4.473
739	1.036
740	0.591
741	0.535
742	0.711
743	0.342
744	0.526
745	0.623
746	0.34
747	0.332
748	0.822
749	1.116
750	0.815
751	2.717
752	2.164
753	0.492
754	1.027
755	1.39
756	0.545
757	0.362
758	0.969
759	0.353
760	0.777
761	1.44
762	1.027
763	1.235
764	0.558
765	1.104
766	0.784
767	0.352
768	0.349
769	0.758
770	0.55
771	0.578
772	1.021
773	0.676
774	1.009
775	1.936
776	1.223
777	6.254
778	0.674
779	0.894
780	0.674
781	0.892
782	0.367
783	0.34
784	0.821
785	0.662
786	0.363
787	0.951
788	0.985
789	0.417
790	0.446
791	0.979
792	0.531
793	1.075
794	0.72
795	0.431
796	1.4
797	1.825
798	1.484
799	0.708
800	0.873
801	0.345
802	0.825
803	0.884
804	0.366
805	0.639
806	1.356
807	1.126
808	0.528
809	1.196
810	0.571
811	1.001
812	0.999
813	0.732
814	0.346
815	0.335
816	0.67
817	1.118
818	1.161
819	1.746
820	1.614
821	0.767
822	1.096
823	1.721
824	1.586
825	0.437
826	0.618
827	0.726
828	0.348
829	0.427
830	0.619
831	0.504
832	0.954
833	0.346
834	6.417
835	3.089
836	2.522
837	0.957
838	0.906
839	0.859
840	0.346
841	0.34
842	1.116
843	1.152
844	1.088
845	1.609
846	4.498
847	1.049
848	0.881
849	0.732
850	0.67
851	0.347
852	0.753
853	0.554
854	0.717
855	0.43
856	1.332
857	0.637
858	0.405
859	0.768
860	1.151
861	0.964
862	0.907
863	1.613
864	0.873
865	0.934
866	1.127
867	0.696
868	1.249
869	0.991
870	1.095
871	0.967
872	0.752
873	1.156
874	0.668
875	1.2
876	0.36
877	0.335
878	0.913
879	0.92
880	0.882
881	0.418
882	0.347
883	1.413
884	0.633
885	0.914
886	1.371
887	1
888	1.295
889	0.869
890	1.554
891	1.236
892	0.449
893	1.05
894	0.437
895	0.39
896	0.383
897	0.776
898	1.467
899	0.953
900	0.752
901	0.974
902	0.385
903	1.601
904	0.473
905	0.924
906	0.946
907	2.134
908	1.817
909	0.377
910	0.569
911	0.403
912	0.815
913	0.538
914	0.338
915	0.619
916	1.2
917	0.724
918	0.665
919	0.412
920	0.368
921	0.696
922	0.531
923	0.351
924	0.595
925	0.344
926	1.365
927	1.156
928	0.61
929	0.392
930	0.382
931	0.554
932	1.565
933	0.787
934	0.688
935	0.975
936	0.375
937	0.855
938	1.379
939	0.474
940	0.519
941	0.604
942	0.854
943	1.458
944	2.023
945	0.757
946	0.387
947	0.911
948	0.497
949	0.467
950	0.461
951	0.543
952	1.095
953	0.968
954	0.901
955	0.72
956	1.457
957	0.989
958	0.847
959	0.888
960	0.586
961	0.505
962	1.703
963	1.138
964	0.632
965	0.343
966	0.628
967	0.617
968	0.835
969	0.687
970	0.977
971	0.62
972	0.415
973	0.387
974	1.972
975	1.05
976	2.314
977	1.465
978	1.944
979	0.387
980	1.834
981	0.761
982	0.61
983	1.253
984	0.671
985	0.424
986	0.514
987	0.891
988	0.946
989	1.002
990	1.26
991	1.412
992	0.607
993	0.669
994	0.435
995	0.962
996	0.713
997	0.671
998	0.594
999	0.593
1000	1.378
1001	1.846
1002	0.802
1003	0.667
1004	1.02
1005	0.799
1006	1.234
1007	2.048
1008	1.687
1009	0.767
1010	0.658
1011	0.852
1012	0.768
1013	0.358
1014	0.344
1015	0.481
1016	0.7
1017	0.468
1018	0.339
1019	0.331
1020	0.388
1021	0.726
1022	1.315
1023	1.556
1024	0.581
1025	1.05
1026	1.334
1027	0.753
1028	1.282
1029	0.977
1030	1.327
1031	1.609
1032	1.104
1033	0.554
1034	1.104
1035	0.965
1036	0.95
1037	2.138
1038	1.207
1039	0.798
1040	0.728
1041	1.142
1042	0.82
1043	0.735
1044	0.632
1045	0.543
1046	0.951
1047	0.76
1048	0.876
1049	0.77
1050	1.658
1051	2.049
1052	1.929
1053	0.7
1054	0.825
1055	1.473
1056	10.795
1057	1.55
1058	3.451
1059	3.622
1060	7.071
1061	2.295
1062	0.842
1063	0.655
1064	1.228
1065	0.67
1066	0.683
1067	0.82
1068	0.91
1069	0.354
1070	0.485
1071	0.529
1072	0.78
1073	0.753
1074	2.189
1075	1.47
1076	1.107
1077	0.804
1078	0.777
1079	0.67
1080	0.543
1081	1.005
1082	0.685
1083	0.8
1084	1.278
1085	0.599
1086	0.352
1087	0.699
1088	0.767
1089	0.343
1090	1.22
1091	0.843
1092	0.513
1093	0.482
1094	1.291
1095	0.765
1096	0.734
1097	0.671
1098	0.42
1099	1.929
1100	0.564
1101	1.519
1102	1.746
1103	2.293
1104	0.657
1105	0.392
1106	1.046
1107	0.716
1108	0.562
1109	1.354
1110	1.493
1111	0.712
1112	0.359
1113	0.46
1114	0.675
1115	1.033
1116	1.159
1117	0.805
1118	0.9
1119	0.347
1120	0.334
1121	1.119
1122	0.85
1123	0.696
1124	0.887
1125	0.341
1126	0.487
1127	1.77
1128	1.32
1129	0.93
1130	1.161
1131	2.057
1132	3.929
1133	0.401
1134	0.381
1135	0.639
1136	0.382
1137	0.369
1138	0.481
1139	1.488
1140	1.224
1141	0.382
1142	0.938
1143	0.608
1144	0.551
1145	0.53
1146	1.135
1147	1.192
1148	0.949
1149	0.563
1150	1.623
1151	0.583
1152	2.578
1153	1.265
1154	1.34
1155	0.879
1156	1.035
1157	0.79
1158	0.672
1159	0.675
1160	1.085
1161	1.109
1162	0.713
1163	0.819
1164	0.914
1165	1.313
1166	0.622
1167	0.396
1168	0.386
1169	0.875
1170	0.654
1171	0.69
1172	7.346
1173	1.92
1174	0.784
1175	0.619
1176	2.648
1177	1.265
1178	1.155
1179	1.626
1180	0.718
1181	1.043
1182	1.407
1183	6.022
1184	1.068
1185	0.455
1186	1.282
1187	0.656
1188	0.518
1189	1.106
1190	0.661
1191	1.021
1192	1.083
1193	1.603
1194	2.547
1195	0.773
1196	1.05
1197	1.107
1198	9.604
1199	0.879
1200	1.203
1201	0.56
1202	0.475
1203	0.752
1204	0.836
1205	1.413
1206	1.463
1207	0.71
1208	1.161
1209	1.35
1210	1.688
1211	3.993
1212	0.845
1213	0.825
1214	0.683
1215	0.408
1216	0.892
1217	0.672
1218	0.715
1219	0.95
1220	0.993
1221	0.515
1222	0.42
1223	0.668
1224	0.637
1225	0.491
1226	0.383
1227	0.816
1228	0.583
1229	1.518
1230	2.203
1231	0.822
1232	0.758
1233	0.538
1234	1.389
1235	0.777
1236	0.684
1237	0.705
1238	0.394
1239	0.369
1240	0.37
1241	0.716
1242	1.178
1243	0.803
1244	0.515
1245	0.425
1246	1.163
1247	0.388
1248	1.345
1249	1.269
1250	0.464
1251	0.61
1252	0.453
1253	0.383
1254	0.805
1255	0.39
1256	0.803
1257	0.771
1258	0.973
1259	0.508
1260	1.063
1261	4.642
1262	1.18
1263	1.475
1264	1.156
1265	0.993
1266	0.493
1267	0.369
1268	1.456
1269	1.289
1270	1.475
1271	1.236
1272	0.659
1273	0.505
1274	1.257
1275	1.227
1276	0.363
1277	0.562
1278	0.501
1279	1.536
1280	1.132
1281	0.963
1282	2.017
1283	0.815
1284	0.689
1285	1.673
1286	0.511
1287	0.39
1288	0.681
1289	0.723
1290	0.432
1291	1.416
1292	1.109
1293	0.548
1294	0.509
1295	0.903
1296	0.398
1297	0.334
1298	0.657
1299	0.325
1300	0.35
1301	0.483
1302	1.334
1303	1.043
1304	1.178
1305	1.111
1306	3.184
1307	2.095
1308	1.376
1309	0.69
1310	0.523
1311	0.347
1312	0.429
1313	1.473
1314	0.694
1315	1.091
1316	2.315
1317	1.092
1318	0.694
1319	1.17
1320	0.783
1321	0.361
1322	0.373
1323	0.358
1324	0.332
1325	0.493
1326	0.342
1327	0.496
1328	0.901
1329	0.621
1330	0.479
1331	0.348
1332	1.152
1333	3.684
1334	1.217
1335	0.773
1336	0.638
1337	0.758
1338	0.622
1339	0.467
1340	0.333
1341	0.572
1342	0.457
1343	0.616
1344	0.586
1345	1.028
1346	0.481
1347	0.736
1348	0.456
1349	1.571
1350	1.2
1351	0.674
1352	1.347
1353	2.07
1354	0.963
1355	0.616
1356	0.445
1357	1.297
1358	0.5
1359	1.343
1360	1.004
1361	1.057
1362	0.954
1363	1.455
1364	1.486
1365	0.367
1366	0.709
1367	1.2
1368	0.8
1369	0.734
1370	1.151
1371	0.388
1372	2.018
1373	2
1374	0.698
1375	0.859
1376	1.215
1377	1.965
1378	0.711
1379	0.353
1380	0.732
1381	0.34
1382	0.547
1383	0.334
1384	1.572
1385	1.11
1386	1.246
1387	0.746
1388	1.11
1389	1.644
1390	0.49
1391	0.948
1392	0.638
1393	0.566
1394	0.917
1395	1.439
1396	1.914
1397	1.162
1398	1.4
1399	0.387
1400	0.709
1401	0.761
1402	0.351
1403	1.105
1404	1.419
1405	1.309
1406	0.755
1407	0.809
1408	0.641
1409	0.545
1410	0.568
1411	0.57
1412	0.62
1413	1.167
1414	0.876
1415	0.483
1416	0.805
1417	0.417
1418	0.415
1419	7.531
1420	1.16
1421	0.659
1422	1.674
1423	0.949
1424	0.994
1425	1.133
1426	0.35
1427	0.806
1428	0.825
1429	1.25
1430	0.78
1431	0.811
1432	0.448
1433	1.118
1434	0.348
1435	1.66
1436	1.152
1437	0.487
1438	0.505
1439	0.419
1440	0.44
1441	1.067
1442	0.879
1443	2.373
1444	1.442
1445	1.088
1446	1.171
1447	0.389
1448	0.599
1449	0.644
1450	0.968
1451	1.347
1452	1.111
1453	0.708
1454	0.333
1455	0.325
1456	0.47
1457	0.853
1458	0.333
1459	0.988
1460	0.726
1461	0.781
1462	0.583
1463	0.406
1464	0.9
1465	1.144
1466	1.325
1467	1.205
1468	0.674
1469	1.371
1470	0.69
1471	0.588
1472	0.794
1473	0.435
1474	1.212
1475	0.868
1476	0.509
1477	0.965
1478	0.632
1479	1.29
1480	0.868
1481	0.985
